     56423.6656180     27.769      0.030      0.000
     56423.8142220     28.160      0.029      0.000
     56423.8954840     28.089      0.021      0.000
     56424.7187440     27.882      0.024      0.000
     56424.8105010     28.105      0.029      0.000
     56424.8880960     28.100      0.025      0.000
     56450.6106000     26.713      0.013      0.000
     56450.7299810     27.552      0.015      0.000
     56450.8346600     28.015      0.021      0.000
     56451.6146230     26.734      0.014      0.000
     56451.6971730     27.337      0.012      0.000
     56451.7960180     27.849      0.017      0.000
     56452.5523560     28.202      0.030      0.000
     56452.5578480     28.139      0.030      0.000
     56452.7353630     27.556      0.011      0.000
     56452.8225970     27.993      0.022      0.000
     56452.8918350     28.090      0.027      0.000
     56453.6198070     26.727      0.017      0.000
     56453.7052240     27.462      0.042      0.000
     56453.7754660     27.878      0.012      0.000
     56453.8477560     28.202      0.223      0.000
     56509.4852700     27.917      0.020      0.000
     56509.5508900     28.141      0.024      0.000
     56509.6226140     28.134      0.019      0.000
     56509.6873330     28.109      0.028      0.000
     56510.4839640     27.888      0.024      0.000
     56510.5482220     28.082      0.021      0.000
     56510.6141230     28.156      0.065      0.000
     56510.6795950     28.082      0.027      0.000
     57114.7427770     27.142      0.186      0.000
     57114.7511320     27.212      0.179      0.000
     57114.7640730     26.671      0.101      0.000
     57114.7771770     26.982      0.121      0.000
     57114.8035390     27.042      0.110      0.000
     57114.8164210     27.257      0.162      0.000
     57114.8293200     27.482      0.166      0.000
     57114.8422890     27.375      0.130      0.000
     57114.8762540     27.602      0.023      0.000
     57114.9059820     28.011      0.192      0.000
     57115.7531440     26.983      0.143      0.000
     57115.7660140     26.805      0.099      0.000
     57115.8058300     26.964      0.124      0.000
     57115.8188200     27.021      0.101      0.000
     57115.8319890     27.466      0.148      0.000
     57115.8449640     27.198      0.125      0.000
     57115.8578220     27.283      0.129      0.000
     57115.8706510     27.829      0.161      0.000
     57115.8840110     27.637      0.200      0.000
     57115.9117430     27.934      0.171      0.000
     57116.7484090     26.908      0.168      0.000
     57116.7613010     26.758      0.135      0.000
     57116.7743280     26.867      0.123      0.000
     57116.7872140     26.629      0.107      0.000
     57116.8133600     27.065      0.110      0.000
     57116.8262880     27.353      0.190      0.000
     57116.8392100     27.262      0.166      0.000
     57116.8529760     27.443      0.165      0.000
     57116.8787310     27.569      0.198      0.000
     56423.6641170     23.789      0.015      1.000
     56423.8127430     24.137      0.017      1.000
     56424.7172360     23.958      0.016      1.000
     56424.8072590     24.096      0.015      1.000
     56424.8865950     24.119      0.015      1.000
     56450.6090980     22.950      0.014      1.000
     56450.7284800     23.642      0.013      1.000
     56450.8331580     24.019      0.015      1.000
     56451.6131400     22.981      0.013      1.000
     56451.6956710     23.489      0.012      1.000
     56451.7944210     23.894      0.013      1.000
     56452.5508540     24.229      0.016      1.000
     56452.6450680     23.138      0.013      1.000
     56452.7337990     23.630      0.015      1.000
     56452.8210940     23.964      0.013      1.000
     56452.8903470     24.154      0.018      1.000
     56453.6182910     22.868      0.015      1.000
     56453.7037120     23.480      0.014      1.000
     56453.7739690     23.794      0.014      1.000
     56453.8462660     24.017      0.042      1.000
     56453.9151670     24.131      0.025      1.000
     56509.4837800     23.893      0.013      1.000
     56509.5493780     24.064      0.014      1.000
     56509.6211100     24.131      0.013      1.000
     56509.6856970     24.190      0.018      1.000
     56510.4824600     23.885      0.014      1.000
     56510.5467080     24.069      0.013      1.000
     56510.6126210     24.111      0.014      1.000
     56510.6780900     24.134      0.015      1.000
     57114.7297770     23.641      0.027      1.000
     57114.7360980     23.435      0.033      1.000
     57114.7423980     23.295      0.020      1.000
     57114.7507540     23.097      0.022      1.000
     57114.7767950     23.122      0.020      1.000
     57114.7898910     23.209      0.024      1.000
     57114.8031480     23.257      0.017      1.000
     57114.8160450     23.373      0.016      1.000
     57114.8289590     23.458      0.013      1.000
     57114.8419210     23.534      0.016      1.000
     57114.9056190     23.764      0.020      1.000
     57115.7254580     24.055      0.049      1.000
     57115.7317640     23.728      0.037      1.000
     57115.7422480     23.355      0.024      1.000
     57115.7527640     23.006      0.023      1.000
     57115.7794170     23.056      0.018      1.000
     57115.7923870     23.167      0.017      1.000
     57115.8054630     23.224      0.018      1.000
     57115.8184160     23.356      0.021      1.000
     57115.8316160     23.456      0.023      1.000
     57115.8445780     23.495      0.025      1.000
     57115.8574490     23.601      0.011      1.000
     57115.8702770     23.601      0.021      1.000
     57115.8836280     23.695      0.019      1.000
     57115.9113620     23.797      0.017      1.000
     57116.7229460     24.112      0.056      1.000
     57116.7292550     24.055      0.055      1.000
     57116.7375000     23.611      0.041      1.000
     57116.7480280     23.377      0.036      1.000
     57116.7609150     23.039      0.025      1.000
     57116.7868360     23.072      0.020      1.000
     57116.8129960     23.327      0.016      1.000
     57116.8259010     23.357      0.018      1.000
     57116.8388380     23.449      0.029      1.000
     57116.8526070     23.516      0.023      1.000
     57116.8654990     23.612      0.022      1.000
     57116.8783580     23.589      0.021      1.000
     57116.8915680     23.714      0.017      1.000
     57116.9049350     23.746      0.025      1.000
     56423.6596250     22.367      0.015      2.000
     56423.8082430     22.623      0.015      2.000
     56423.8895060     22.654      0.016      2.000
     56424.8028050     22.640      0.013      2.000
     56424.8821140     22.664      0.014      2.000
     56450.6046210     21.863      0.011      2.000
     56450.7239520     22.318      0.014      2.000
     56450.8286120     22.584      0.013      2.000
     56451.6086730     21.868      0.013      2.000
     56451.6911810     22.210      0.013      2.000
     56451.7896710     22.493      0.015      2.000
     56452.5463630     22.774      0.016      2.000
     56452.6405860     21.977      0.017      2.000
     56452.7290550     22.305      0.017      2.000
     56452.8165910     22.540      0.014      2.000
     56452.8858560     22.632      0.014      2.000
