     56423.6640625     27.769      0.030      0.000
     56423.8125000     28.160      0.029      0.000
     56423.8945312     28.089      0.021      0.000
     56424.7187500     27.882      0.024      0.000
     56424.8085938     28.105      0.029      0.000
     56424.8867188     28.099      0.025      0.000
     56450.6093750     26.713      0.013      0.000
     56450.7304688     27.552      0.015      0.000
     56450.8359375     28.015      0.021      0.000
     56451.6132812     26.734      0.014      0.000
     56451.6953125     27.337      0.012      0.000
     56451.7968750     27.849      0.017      0.000
     56452.5507812     28.202      0.030      0.000
     56452.5585938     28.139      0.030      0.000
     56452.7343750     27.556      0.011      0.000
     56452.8242188     27.993      0.022      0.000
     56452.8906250     28.090      0.027      0.000
     56453.6210938     26.727      0.017      0.000
     56453.7070312     27.462      0.042      0.000
     56453.7773438     27.878      0.012      0.000
     56453.8476562     28.203      0.223      0.000
     56509.4843750     27.917      0.020      0.000
     56509.5507812     28.141      0.024      0.000
     56509.6210938     28.134      0.019      0.000
     56509.6875000     28.109      0.028      0.000
     56510.4843750     27.888      0.024      0.000
     56510.5468750     28.082      0.021      0.000
     56510.6132812     28.156      0.065      0.000
     56510.6796875     28.082      0.027      0.000
     57114.7421875     27.142      0.186      0.000
     57114.7500000     27.212      0.179      0.000
     57114.7656250     26.671      0.101      0.000
     57114.7773438     26.982      0.121      0.000
     57114.8046875     27.042      0.110      0.000
     57114.8164062     27.257      0.162      0.000
     57114.8281250     27.482      0.166      0.000
     57114.8437500     27.375      0.130      0.000
     57114.8750000     27.602      0.023      0.000
     57114.9062500     28.011      0.192      0.000
     57115.7539062     26.983      0.143      0.000
     57115.7656250     26.805      0.099      0.000
     57115.8046875     26.964      0.124      0.000
     57115.8203125     27.021      0.101      0.000
     57115.8320312     27.466      0.148      0.000
     57115.8437500     27.198      0.125      0.000
     57115.8593750     27.283      0.129      0.000
     57115.8710938     27.829      0.161      0.000
     57115.8828125     27.637      0.200      0.000
     57115.9101562     27.933      0.171      0.000
     57116.7500000     26.908      0.168      0.000
     57116.7617188     26.758      0.135      0.000
     57116.7734375     26.867      0.123      0.000
     57116.7890625     26.629      0.107      0.000
     57116.8125000     27.065      0.110      0.000
     57116.8281250     27.353      0.190      0.000
     57116.8398438     27.262      0.166      0.000
     57116.8515625     27.443      0.165      0.000
     57116.8789062     27.569      0.198      0.000
     56423.6640625     23.789      0.015      1.000
     56423.8125000     24.137      0.017      1.000
     56424.7187500     23.958      0.016      1.000
     56424.8085938     24.096      0.015      1.000
     56424.8867188     24.119      0.015      1.000
     56450.6093750     22.950      0.014      1.000
     56450.7265625     23.642      0.013      1.000
     56450.8320312     24.019      0.015      1.000
     56451.6132812     22.981      0.013      1.000
     56451.6953125     23.489      0.012      1.000
     56451.7929688     23.894      0.013      1.000
     56452.5507812     24.229      0.016      1.000
     56452.6445312     23.138      0.013      1.000
     56452.7343750     23.630      0.015      1.000
     56452.8203125     23.964      0.013      1.000
     56452.8906250     24.154      0.018      1.000
     56453.6171875     22.868      0.015      1.000
     56453.7031250     23.480      0.014      1.000
     56453.7734375     23.794      0.014      1.000
     56453.8476562     24.017      0.042      1.000
     56453.9140625     24.131      0.025      1.000
     56509.4843750     23.893      0.013      1.000
     56509.5507812     24.064      0.014      1.000
     56509.6210938     24.131      0.013      1.000
     56509.6875000     24.190      0.018      1.000
     56510.4843750     23.885      0.014      1.000
     56510.5468750     24.069      0.013      1.000
     56510.6132812     24.110      0.014      1.000
     56510.6796875     24.134      0.015      1.000
     57114.7304688     23.641      0.027      1.000
     57114.7343750     23.436      0.033      1.000
     57114.7421875     23.294      0.020      1.000
     57114.7500000     23.097      0.022      1.000
     57114.7773438     23.122      0.020      1.000
     57114.7890625     23.209      0.024      1.000
     57114.8046875     23.257      0.017      1.000
     57114.8164062     23.373      0.016      1.000
     57114.8281250     23.458      0.013      1.000
     57114.8437500     23.534      0.016      1.000
     57114.9062500     23.764      0.020      1.000
     57115.7265625     24.055      0.049      1.000
     57115.7304688     23.728      0.037      1.000
     57115.7421875     23.355      0.024      1.000
     57115.7539062     23.006      0.023      1.000
     57115.7812500     23.056      0.018      1.000
     57115.7929688     23.167      0.017      1.000
     57115.8046875     23.224      0.018      1.000
     57115.8203125     23.356      0.021      1.000
     57115.8320312     23.456      0.023      1.000
     57115.8437500     23.495      0.025      1.000
     57115.8593750     23.601      0.011      1.000
     57115.8710938     23.601      0.021      1.000
     57115.8828125     23.695      0.019      1.000
     57115.9101562     23.797      0.017      1.000
     57116.7226562     24.112      0.056      1.000
     57116.7304688     24.055      0.055      1.000
     57116.7382812     23.610      0.041      1.000
     57116.7460938     23.377      0.036      1.000
     57116.7617188     23.039      0.025      1.000
     57116.7851562     23.072      0.020      1.000
     57116.8125000     23.328      0.016      1.000
     57116.8242188     23.357      0.018      1.000
     57116.8398438     23.449      0.029      1.000
     57116.8515625     23.516      0.023      1.000
     57116.8671875     23.612      0.022      1.000
     57116.8789062     23.589      0.021      1.000
     57116.8906250     23.714      0.017      1.000
     57116.9062500     23.746      0.025      1.000
     56423.6601562     22.367      0.015      2.000
     56423.8085938     22.623      0.015      2.000
     56423.8906250     22.654      0.016      2.000
     56424.8046875     22.640      0.013      2.000
     56424.8828125     22.664      0.014      2.000
     56450.6054688     21.863      0.011      2.000
     56450.7226562     22.318      0.014      2.000
     56450.8281250     22.584      0.013      2.000
     56451.6093750     21.868      0.013      2.000
     56451.6914062     22.210      0.013      2.000
     56451.7890625     22.493      0.015      2.000
     56452.5468750     22.774      0.016      2.000
     56452.6406250     21.977      0.017      2.000
     56452.7304688     22.305      0.017      2.000
     56452.8164062     22.540      0.014      2.000
     56452.8867188     22.632      0.014      2.000
     56453.6132812     21.872      0.013      2.000
     56453.6992188     22.217      0.013      2.000
     56453.7695312     22.426      0.014      2.000
     56453.8437500     22.616      0.023      2.000
     56453.9101562     22.603      0.026      2.000
     56509.4804688     22.478      0.013      2.000
     56509.5429688     22.613      0.016      2.000
     56509.6171875     22.676      0.019      2.000
     56509.6796875     22.670      0.014      2.000
     56510.4765625     22.463      0.014      2.000
     56510.5429688     22.604      0.013      2.000
     56510.6093750     22.650      0.016      2.000
     56510.6718750     22.663      0.015      2.000
     57114.7343750     22.287      0.016      2.000
     57114.7421875     22.189      0.016      2.000
     57114.7617188     21.945      0.012      2.000
     57114.7773438     21.949      0.012      2.000
     57114.7890625     22.027      0.015      2.000
     57114.8007812     22.077      0.014      2.000
     57114.8164062     22.113      0.014      2.000
     57114.8281250     22.177      0.017      2.000
     57114.8398438     22.217      0.015      2.000
     57114.9062500     22.378      0.017      2.000
     57115.7226562     22.664      0.016      2.000
     57115.7304688     22.396      0.013      2.000
     57115.7421875     22.239      0.014      2.000
     57115.7500000     21.959      0.013      2.000
     57115.7656250     21.893      0.014      2.000
     57115.7773438     21.946      0.014      2.000
     57115.7929688     21.971      0.016      2.000
     57115.8046875     22.069      0.015      2.000
     57115.8164062     22.161      0.016      2.000
     57115.8320312     22.174      0.014      2.000
     57115.8437500     22.205      0.011      2.000
     57115.8554688     22.270      0.013      2.000
     57115.8710938     22.237      0.014      2.000
     57115.8828125     22.330      0.011      2.000
     57116.7226562     22.734      0.026      2.000
     57116.7265625     22.530      0.021      2.000
     57116.7382812     22.323      0.016      2.000
     57116.7460938     22.102      0.016      2.000
     57116.7617188     21.902      0.014      2.000
     57116.7734375     21.946      0.014      2.000
     57116.7851562     21.990      0.014      2.000
     57116.8007812     22.073      0.016      2.000
     57116.8125000     22.098      0.016      2.000
     57116.8242188     22.150      0.017      2.000
     57116.8359375     22.205      0.015      2.000
     57116.8515625     22.257      0.016      2.000
     57116.8632812     22.266      0.015      2.000
     57116.8789062     22.321      0.014      2.000
     57116.8906250     22.369      0.015      2.000
     57116.9023438     22.405      0.013      2.000
     56423.6601562     21.957      0.014      3.000
     56423.8085938     22.164      0.014      3.000
     56423.8906250     22.203      0.017      3.000
     56424.7148438     22.058      0.013      3.000
     56424.8046875     22.195      0.017      3.000
     56424.8828125     22.241      0.016      3.000
     56450.6054688     21.579      0.050      3.000
     56450.7265625     21.909      0.039      3.000
     56450.8320312     22.101      0.060      3.000
     56451.6093750     21.603      0.013      3.000
     56451.6914062     21.847      0.021      3.000
     56451.7929688     22.054      0.025      3.000
     56452.5468750     22.369      0.022      3.000
     56452.5546875     22.332      0.018      3.000
     56452.6406250     21.672      0.026      3.000
     56452.7304688     21.898      0.040      3.000
     56452.8164062     22.094      0.017      3.000
     56452.8867188     22.178      0.013      3.000
     56453.6171875     21.616      0.016      3.000
     56453.6992188     21.882      0.027      3.000
     56453.7695312     21.991      0.013      3.000
     56453.8437500     22.115      0.029      3.000
     56453.9140625     22.301      0.052      3.000
     56465.5273438     22.196      0.015      3.000
     56465.5273438     22.204      0.015      3.000
     56465.5273438     22.227      0.016      3.000
     56465.5273438     22.187      0.015      3.000
     56465.5312500     22.195      0.012      3.000
     56465.5507812     22.243      0.014      3.000
     56465.5703125     22.320      0.012      3.000
     56465.5898438     22.360      0.025      3.000
     56465.6093750     22.287      0.014      3.000
     56465.6289062     21.910      0.016      3.000
     56465.6484375     21.646      0.013      3.000
     56465.6679688     21.691      0.015      3.000
     56465.6875000     21.774      0.015      3.000
     56467.5312500     22.256      0.016      3.000
